2.175889607706657167e-02,8.866697661646097961e-01,-1.000000000000000000e+00
1.079933180583669688e-01,1.066921443778616085e+00,-1.000000000000000000e+00
3.043856262865945461e-01,-2.921856922042182170e+00,1.000000000000000000e+00
-1.356546543440166064e-01,1.152048640132216084e+00,-1.000000000000000000e+00
2.640493865359961889e-01,-1.345654541375736368e+00,1.000000000000000000e+00
-1.110027803683145686e+00,6.493112884587868283e-01,-1.000000000000000000e+00
-1.411635305219251402e+00,1.172343806359688045e+00,-1.000000000000000000e+00
1.215773786401969758e+00,5.427046579007213656e-02,1.000000000000000000e+00
6.431435479739280314e-01,-3.747322167481450528e-01,-1.000000000000000000e+00
-1.873994386122006306e+00,-7.759806981580518181e-01,-1.000000000000000000e+00
-1.086823261954462799e-01,-2.089753381650808706e+00,1.000000000000000000e+00
7.312335867950605639e-01,-7.217627202934534525e-01,1.000000000000000000e+00
-5.286889234736713572e-01,2.168460052288308793e-01,1.000000000000000000e+00
-8.246443606201816490e-01,9.972865631923646390e-01,-1.000000000000000000e+00
2.748043763718667210e-01,-1.508337888959129236e+00,1.000000000000000000e+00
8.751865620268071133e-01,1.272408549097806318e+00,-1.000000000000000000e+00
-3.927814626794981501e-01,-7.548309316553306614e-01,1.000000000000000000e+00
9.667697030236725997e-01,1.887599899841902601e-02,1.000000000000000000e+00
7.757038754568720273e-01,-6.276187264418818801e-01,-1.000000000000000000e+00
-1.188748354619025394e+00,1.330314519719468125e+00,-1.000000000000000000e+00
-1.027817752122419881e+00,3.345101901090509200e-01,-1.000000000000000000e+00
3.109939571345164341e-02,-1.320699873183558137e-01,-1.000000000000000000e+00
-2.519389319927636262e-01,-1.048242674171027344e+00,1.000000000000000000e+00
6.331382070129100148e-01,-5.930127677973485723e-01,1.000000000000000000e+00
-3.568352713525732023e-01,6.466482854391345514e-01,1.000000000000000000e+00
-5.756747699418729436e-01,3.958734993613597375e-01,1.000000000000000000e+00
-3.039335292193909299e-01,8.212993781847782726e-01,1.000000000000000000e+00
2.209016074130541352e+00,-2.543700548827473873e-01,1.000000000000000000e+00
-4.590012334546930139e-01,1.910267812886955019e+00,-1.000000000000000000e+00
-1.253099598632735567e+00,-4.944319586449469894e-01,-1.000000000000000000e+00
-1.405716882062902462e+00,7.073506329101185708e-01,-1.000000000000000000e+00
3.094978071192633698e-02,1.355239192235510259e+00,-1.000000000000000000e+00
-1.312305005498354049e+00,1.106151409242183803e+00,-1.000000000000000000e+00
-1.651504412167797975e-01,-8.187695702862354263e-01,1.000000000000000000e+00
-3.470344164840605816e-01,7.925047952119008698e-01,-1.000000000000000000e+00
5.574905555859779316e-01,-1.535413169569777914e+00,1.000000000000000000e+00
3.348617302786583427e-01,3.125905174767402150e-01,-1.000000000000000000e+00
1.216305755917868464e-01,9.385626087882320556e-02,1.000000000000000000e+00
7.232125831270231897e-01,1.953163418153993150e-02,-1.000000000000000000e+00
1.694045172946590405e+00,-8.218649105914554998e-01,1.000000000000000000e+00
7.533814193559143502e-02,-9.234495717958659533e-01,1.000000000000000000e+00
8.895897619284344193e-01,-1.979855456452000784e+00,1.000000000000000000e+00
2.533664040487751956e-01,-2.691288239525438941e-01,-1.000000000000000000e+00
1.326587456627638106e-01,-1.129548656786893090e+00,1.000000000000000000e+00
2.042590638967199279e+00,9.287805961805881694e-01,1.000000000000000000e+00
-2.927660247892917636e-02,3.275330595620767338e-01,-1.000000000000000000e+00
-1.280281259488749157e+00,4.341274923772561745e-01,-1.000000000000000000e+00
6.059202607347230485e-02,-1.849639565274440844e+00,1.000000000000000000e+00
1.510893355920518655e+00,6.597424214221579986e-01,1.000000000000000000e+00
-2.439647174944821195e+00,-1.277701884978731939e-01,-1.000000000000000000e+00
1.926540921260361472e+00,1.796233688884359692e-01,1.000000000000000000e+00
1.352178121023216439e+00,-1.291513578824342812e+00,1.000000000000000000e+00
7.884926562374345860e-01,-1.466875751618254675e+00,1.000000000000000000e+00
-2.228812879576340666e-01,1.111244012366451983e+00,-1.000000000000000000e+00
6.517340161000745313e-01,-3.837026297079147441e-01,-1.000000000000000000e+00
3.218649963971467742e-01,-7.421578240868011989e-01,1.000000000000000000e+00
-1.406640408389796759e+00,1.136208033110005733e+00,-1.000000000000000000e+00
